24.498798	57.537879
N_steps             : 20001
error(proposed)     : 24.498798
error(original)     : 57.537879
A01_Estimator_Total_Time                           : 1132.434585
A02_Estimator_Setup_Time                           : 3.674616
A03_Estimator_Solving_Time                         : 1067.767230
A04_Estimator_Filtering_Process_Time               : 4.401613
A05_Estimator_KF_Process_Time                      : 55.382455
A06_Solver_PMSs_Solving_Time                       : 1039.868818
B01_Number_of_PMSs                                 : 18.713436
B02_Number_of_Filtered_PMSs                        : 3.691858
B03_Number_of_PMSs_to_KF                           : 3.691858
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008369
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008369
D01_Number_of_Reflections(sim)                     : 1.419158
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.033476
F01_Number_of_Failed_Timesteps                     : 0.008300
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 24.498798
G02_Estimation_Error_Reference(sim)                : 57.537879
G03_Estimation_Error_Except_Fail                   : 24.498798
G04_Estimation_Error_Except_Fail_Ref               : 57.537879
G05_Estimation_Error_Except_Strict_Fail            : 24.498798
G06_Estimation_Error_Except_Strict_Fail_Ref        : 57.537879
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
