21.877427	243.705786
N_steps             : 20001
error(proposed)     : 21.877427
error(original)     : 243.705786
A01_Estimator_Total_Time                           : 3489.188524
A02_Estimator_Setup_Time                           : 2.915710
A03_Estimator_Solving_Time                         : 3428.939063
A04_Estimator_Filtering_Process_Time               : 10.337359
A05_Estimator_KF_Process_Time                      : 44.631972
A06_Solver_PMSs_Solving_Time                       : 3343.079429
B01_Number_of_PMSs                                 : 74.944826
B02_Number_of_Filtered_PMSs                        : 3.362766
B03_Number_of_PMSs_to_KF                           : 3.362766
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002305
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002305
D01_Number_of_Reflections(sim)                     : 11.636532
D02_Number_of_Reflections_Twice(sim)               : 0.004660
E01_Number_of_Selected_Beacons                     : 5.011526
F01_Number_of_Failed_Timesteps                     : 0.002300
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 21.877427
G02_Estimation_Error_Reference(sim)                : 243.705786
G03_Estimation_Error_Except_Fail                   : 21.877427
G04_Estimation_Error_Except_Fail_Ref               : 243.705786
G05_Estimation_Error_Except_Strict_Fail            : 21.877427
G06_Estimation_Error_Except_Strict_Fail_Ref        : 243.705786
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
