91.335397	138.765078
N_steps             : 20001
error(proposed)     : 91.335397
error(original)     : 138.765078
A01_Estimator_Total_Time                           : 2064.771697
A02_Estimator_Setup_Time                           : 3.964667
A03_Estimator_Solving_Time                         : 1978.137439
A04_Estimator_Filtering_Process_Time               : 9.189017
A05_Estimator_KF_Process_Time                      : 70.205633
A06_Solver_PMSs_Solving_Time                       : 1914.946013
B01_Number_of_PMSs                                 : 39.355982
B02_Number_of_Filtered_PMSs                        : 4.736550
B03_Number_of_PMSs_to_KF                           : 4.736550
C01_Number_of_Selection_Fail_Timesteps             : 0.205139
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.030329
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.030329
D01_Number_of_Reflections(sim)                     : 0.635864
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.294521
F01_Number_of_Failed_Timesteps                     : 0.190590
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 91.335397
G02_Estimation_Error_Reference(sim)                : 138.765078
G03_Estimation_Error_Except_Fail                   : 64.222461
G04_Estimation_Error_Except_Fail_Ref               : 106.650471
G05_Estimation_Error_Except_Strict_Fail            : 32.645188
G06_Estimation_Error_Except_Strict_Fail_Ref        : 55.238061
H01_Reception_Fails(<3)                            : 0.166042
H02_Reception_Fails_Ref.(<3)                       : 0.166042
H03_Strict_Reception_Fails(<_NV)                   : 0.644668
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.644668
