79.430278	107.397087
N_steps             : 20001
error(proposed)     : 79.430278
error(original)     : 107.397087
A01_Estimator_Total_Time                           : 2659.098240
A02_Estimator_Setup_Time                           : 4.393544
A03_Estimator_Solving_Time                         : 2571.510080
A04_Estimator_Filtering_Process_Time               : 13.216350
A05_Estimator_KF_Process_Time                      : 67.744668
A06_Solver_PMSs_Solving_Time                       : 2492.644505
B01_Number_of_PMSs                                 : 48.446918
B02_Number_of_Filtered_PMSs                        : 4.569339
B03_Number_of_PMSs_to_KF                           : 4.569339
C01_Number_of_Selection_Fail_Timesteps             : 0.140135
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.025288
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.025288
D01_Number_of_Reflections(sim)                     : 0.665365
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.427689
F01_Number_of_Failed_Timesteps                     : 0.141943
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 79.430278
G02_Estimation_Error_Reference(sim)                : 107.397087
G03_Estimation_Error_Except_Fail                   : 60.433565
G04_Estimation_Error_Except_Fail_Ref               : 84.196358
G05_Estimation_Error_Except_Strict_Fail            : 38.341322
G06_Estimation_Error_Except_Strict_Fail_Ref        : 53.297084
H01_Reception_Fails(<3)                            : 0.120244
H02_Reception_Fails_Ref.(<3)                       : 0.120244
H03_Strict_Reception_Fails(<_NV)                   : 0.563122
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.563122
