53.048716	74.993470
N_steps             : 20001
error(proposed)     : 53.048716
error(original)     : 74.993470
A01_Estimator_Total_Time                           : 1874.732894
A02_Estimator_Setup_Time                           : 3.328336
A03_Estimator_Solving_Time                         : 1792.669790
A04_Estimator_Filtering_Process_Time               : 7.301494
A05_Estimator_KF_Process_Time                      : 69.168194
A06_Solver_PMSs_Solving_Time                       : 1744.195847
B01_Number_of_PMSs                                 : 35.924639
B02_Number_of_Filtered_PMSs                        : 4.930413
B03_Number_of_PMSs_to_KF                           : 4.930413
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.012965
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.012965
D01_Number_of_Reflections(sim)                     : 0.660471
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.011800
F01_Number_of_Failed_Timesteps                     : 0.012799
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 53.048716
G02_Estimation_Error_Reference(sim)                : 74.993470
G03_Estimation_Error_Except_Fail                   : 53.048716
G04_Estimation_Error_Except_Fail_Ref               : 74.993470
G05_Estimation_Error_Except_Strict_Fail            : 49.262264
G06_Estimation_Error_Except_Strict_Fail_Ref        : 71.374052
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.039548
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.039548
