127.636208	148.107241
N_steps             : 20001
error(proposed)     : 127.636208
error(original)     : 148.107241
A01_Estimator_Total_Time                           : 1336.324153
A02_Estimator_Setup_Time                           : 3.020286
A03_Estimator_Solving_Time                         : 1266.243925
A04_Estimator_Filtering_Process_Time               : 5.452701
A05_Estimator_KF_Process_Time                      : 60.040079
A06_Solver_PMSs_Solving_Time                       : 1224.325491
B01_Number_of_PMSs                                 : 26.858914
B02_Number_of_Filtered_PMSs                        : 4.282665
B03_Number_of_PMSs_to_KF                           : 4.282665
C01_Number_of_Selection_Fail_Timesteps             : 0.377967
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.030852
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.030852
D01_Number_of_Reflections(sim)                     : 0.563499
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.107981
F01_Number_of_Failed_Timesteps                     : 0.290185
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 127.636208
G02_Estimation_Error_Reference(sim)                : 148.107241
G03_Estimation_Error_Except_Fail                   : 73.942716
G04_Estimation_Error_Except_Fail_Ref               : 87.239454
G05_Estimation_Error_Except_Strict_Fail            : 33.903917
G06_Estimation_Error_Except_Strict_Fail_Ref        : 35.343003
H01_Reception_Fails(<3)                            : 0.268287
H02_Reception_Fails_Ref.(<3)                       : 0.268287
H03_Strict_Reception_Fails(<_NV)                   : 0.760262
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.760262
