35.952165	75.904180
N_steps             : 20001
error(proposed)     : 35.952165
error(original)     : 75.904180
A01_Estimator_Total_Time                           : 4291.558093
A02_Estimator_Setup_Time                           : 4.533502
A03_Estimator_Solving_Time                         : 4204.113034
A04_Estimator_Filtering_Process_Time               : 17.944723
A05_Estimator_KF_Process_Time                      : 62.069691
A06_Solver_PMSs_Solving_Time                       : 4091.277832
B01_Number_of_PMSs                                 : 68.647466
B02_Number_of_Filtered_PMSs                        : 3.759983
B03_Number_of_PMSs_to_KF                           : 3.759983
C01_Number_of_Selection_Fail_Timesteps             : 0.007594
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.025675
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.025675
D01_Number_of_Reflections(sim)                     : 0.912435
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.873276
F01_Number_of_Failed_Timesteps                     : 0.032198
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 35.952165
G02_Estimation_Error_Reference(sim)                : 75.904180
G03_Estimation_Error_Except_Fail                   : 35.169157
G04_Estimation_Error_Except_Fail_Ref               : 73.331208
G05_Estimation_Error_Except_Strict_Fail            : 31.482146
G06_Estimation_Error_Except_Strict_Fail_Ref        : 65.320236
H01_Reception_Fails(<3)                            : 0.007350
H02_Reception_Fails_Ref.(<3)                       : 0.007350
H03_Strict_Reception_Fails(<_NV)                   : 0.186391
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.186391
