193.421112	201.430384
N_steps             : 20000
error(proposed)     : 193.421112
error(original)     : 201.430384
A01_Estimator_Total_Time                           : 158924.487055
A02_Estimator_Setup_Time                           : 4.313067
A03_Estimator_Solving_Time                         : 132263.175976
A04_Estimator_Filtering_Process_Time               : 0.000000
A05_Estimator_KF_Process_Time                      : 26615.520691
A06_Solver_PMSs_Solving_Time                       : 130408.106819
B01_Number_of_PMSs                                 : 1603.979920
B02_Number_of_Filtered_PMSs                        : 0.000000
B03_Number_of_PMSs_to_KF                           : 1603.979920
C01_Number_of_Selection_Fail_Timesteps             : 0.019264
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 2.210223
D02_Number_of_Reflections_Twice(sim)               : 0.228315
E01_Number_of_Selected_Beacons                     : 4.958261
F01_Number_of_Failed_Timesteps                     : 0.018900
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 193.421112
G02_Estimation_Error_Reference(sim)                : 201.430384
G03_Estimation_Error_Except_Fail                   : 193.699683
G04_Estimation_Error_Except_Fail_Ref               : 200.717966
G05_Estimation_Error_Except_Strict_Fail            : 193.180610
G06_Estimation_Error_Except_Strict_Fail_Ref        : 199.574577
H01_Reception_Fails(<3)                            : 0.018900
H02_Reception_Fails_Ref.(<3)                       : 0.018900
H03_Strict_Reception_Fails(<_NV)                   : 0.045700
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.045700
