261.281140	253.675797
N_steps             : 20001
error(proposed)     : 261.281140
error(original)     : 253.675797
A01_Estimator_Total_Time                           : 689.709859
A02_Estimator_Setup_Time                           : 3.997183
A03_Estimator_Solving_Time                         : 616.654401
A04_Estimator_Filtering_Process_Time               : 3.419542
A05_Estimator_KF_Process_Time                      : 63.684155
A06_Solver_PMSs_Solving_Time                       : 590.705106
B01_Number_of_PMSs                                 : 13.656162
B02_Number_of_Filtered_PMSs                        : 4.290669
B03_Number_of_PMSs_to_KF                           : 4.290669
C01_Number_of_Selection_Fail_Timesteps             : 2.502993
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.018310
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.018310
D01_Number_of_Reflections(sim)                     : 0.611620
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.338028
F01_Number_of_Failed_Timesteps                     : 0.716014
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 261.281140
G02_Estimation_Error_Reference(sim)                : 253.675797
G03_Estimation_Error_Except_Fail                   : 125.105313
G04_Estimation_Error_Except_Fail_Ref               : 53.490840
G05_Estimation_Error_Except_Strict_Fail            : 93.134381
G06_Estimation_Error_Except_Strict_Fail_Ref        : 24.611470
H01_Reception_Fails(<3)                            : 0.710814
H02_Reception_Fails_Ref.(<3)                       : 0.710814
H03_Strict_Reception_Fails(<_NV)                   : 0.995600
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.995600
