107.861723	219.364074
N_steps             : 20001
error(proposed)     : 107.861723
error(original)     : 219.364074
A01_Estimator_Total_Time                           : 1494.179309
A02_Estimator_Setup_Time                           : 7.924848
A03_Estimator_Solving_Time                         : 1386.535716
A04_Estimator_Filtering_Process_Time               : 4.094003
A05_Estimator_KF_Process_Time                      : 94.294978
A06_Solver_PMSs_Solving_Time                       : 1351.116021
B01_Number_of_PMSs                                 : 22.212286
B02_Number_of_Filtered_PMSs                        : 6.799075
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.005429
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.005429
D01_Number_of_Reflections(sim)                     : 9.005831
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.016287
F01_Number_of_Failed_Timesteps                     : 0.005400
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 107.861723
G02_Estimation_Error_Reference(sim)                : 219.364074
