45.501350	89.242142
N_steps             : 20000
error(proposed)     : 45.501350
error(original)     : 89.242142
A01_Estimator_Total_Time                           : 53139.318673
A02_Estimator_Setup_Time                           : 9.603349
A03_Estimator_Solving_Time                         : 52097.468332
A04_Estimator_Filtering_Process_Time               : 217.691004
A05_Estimator_KF_Process_Time                      : 783.932466
A06_Solver_PMSs_Solving_Time                       : 50621.180380
B01_Number_of_PMSs                                 : 611.794276
B02_Number_of_Filtered_PMSs                        : 30.816446
B03_Number_of_PMSs_to_KF                           : 30.816446
C01_Number_of_Selection_Fail_Timesteps             : 0.019354
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.004659
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.004659
D01_Number_of_Reflections(sim)                     : 2.220521
D02_Number_of_Reflections_Twice(sim)               : 0.229379
E01_Number_of_Selected_Beacons                     : 4.981363
F01_Number_of_Failed_Timesteps                     : 0.023450
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 45.501350
G02_Estimation_Error_Reference(sim)                : 89.242142
G03_Estimation_Error_Except_Fail                   : 44.363378
G04_Estimation_Error_Except_Fail_Ref               : 87.061021
G05_Estimation_Error_Except_Strict_Fail            : 43.347618
G06_Estimation_Error_Except_Strict_Fail_Ref        : 83.775364
H01_Reception_Fails(<3)                            : 0.018900
H02_Reception_Fails_Ref.(<3)                       : 0.018900
H03_Strict_Reception_Fails(<_NV)                   : 0.045700
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.045700
