26.130187	64.849511
N_steps             : 20001
error(proposed)     : 26.130187
error(original)     : 64.849511
A01_Estimator_Total_Time                           : 3573.350925
A02_Estimator_Setup_Time                           : 3.089231
A03_Estimator_Solving_Time                         : 3501.583028
A04_Estimator_Filtering_Process_Time               : 12.291590
A05_Estimator_KF_Process_Time                      : 53.781472
A06_Solver_PMSs_Solving_Time                       : 3404.697885
B01_Number_of_PMSs                                 : 62.805115
B02_Number_of_Filtered_PMSs                        : 3.196766
B03_Number_of_PMSs_to_KF                           : 3.196766
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.016931
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.016931
D01_Number_of_Reflections(sim)                     : 1.005186
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.010677
F01_Number_of_Failed_Timesteps                     : 0.016649
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 26.130187
G02_Estimation_Error_Reference(sim)                : 64.849511
G03_Estimation_Error_Except_Fail                   : 26.130187
G04_Estimation_Error_Except_Fail_Ref               : 64.849511
G05_Estimation_Error_Except_Strict_Fail            : 24.495603
G06_Estimation_Error_Except_Strict_Fail_Ref        : 63.119711
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.069697
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.069697
