58.975383	110.867572
N_steps             : 20001
error(proposed)     : 58.975383
error(original)     : 110.867572
A01_Estimator_Total_Time                           : 603.524990
A02_Estimator_Setup_Time                           : 2.914263
A03_Estimator_Solving_Time                         : 537.214694
A04_Estimator_Filtering_Process_Time               : 1.757462
A05_Estimator_KF_Process_Time                      : 60.697416
A06_Solver_PMSs_Solving_Time                       : 520.383514
B01_Number_of_PMSs                                 : 10.294321
B02_Number_of_Filtered_PMSs                        : 4.422426
C01_Number_of_Selection_Fail_Timesteps             : 0.001302
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000351
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000351
D01_Number_of_Reflections(sim)                     : 0.902444
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001052
F01_Number_of_Failed_Timesteps                     : 0.001650
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 58.975383
G02_Estimation_Error_Reference(sim)                : 110.867572
G03_Estimation_Error_Except_Fail                   : 58.788736
G04_Estimation_Error_Except_Fail_Ref               : 110.422987
G05_Estimation_Error_Except_Strict_Fail            : 58.788736
G06_Estimation_Error_Except_Strict_Fail_Ref        : 110.422987
H01_Reception_Fails(<3)                            : 0.001300
H02_Reception_Fails_Ref.(<3)                       : 0.001300
H03_Strict_Reception_Fails(<_NV)                   : 0.001300
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001300
