127.800442	246.657669
N_steps             : 20001
error(proposed)     : 127.800442
error(original)     : 246.657669
A01_Estimator_Total_Time                           : 1808.977633
A02_Estimator_Setup_Time                           : 5.280861
A03_Estimator_Solving_Time                         : 1647.186940
A04_Estimator_Filtering_Process_Time               : 5.659845
A05_Estimator_KF_Process_Time                      : 149.090918
A06_Solver_PMSs_Solving_Time                       : 1600.634476
B01_Number_of_PMSs                                 : 33.588792
B02_Number_of_Filtered_PMSs                        : 10.944458
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000801
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000801
D01_Number_of_Reflections(sim)                     : 5.601701
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.002402
F01_Number_of_Failed_Timesteps                     : 0.000800
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 127.800442
G02_Estimation_Error_Reference(sim)                : 246.657669
