111.019350	149.844448
N_steps             : 20001
error(proposed)     : 111.019350
error(original)     : 149.844448
A01_Estimator_Total_Time                           : 647.324678
A02_Estimator_Setup_Time                           : 2.987046
A03_Estimator_Solving_Time                         : 576.553024
A04_Estimator_Filtering_Process_Time               : 2.485839
A05_Estimator_KF_Process_Time                      : 64.240652
A06_Solver_PMSs_Solving_Time                       : 554.498852
B01_Number_of_PMSs                                 : 11.824059
B02_Number_of_Filtered_PMSs                        : 4.615086
C01_Number_of_Selection_Fail_Timesteps             : 0.177707
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.600601
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.150892
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 111.019350
G02_Estimation_Error_Reference(sim)                : 149.844448
G03_Estimation_Error_Except_Fail                   : 73.766544
G04_Estimation_Error_Except_Fail_Ref               : 110.415534
G05_Estimation_Error_Except_Strict_Fail            : 73.766544
G06_Estimation_Error_Except_Strict_Fail_Ref        : 110.415534
H01_Reception_Fails(<3)                            : 0.150892
H02_Reception_Fails_Ref.(<3)                       : 0.150892
H03_Strict_Reception_Fails(<_NV)                   : 0.150892
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.150892
