39.171724	78.081203
N_steps             : 20001
error(proposed)     : 39.171724
error(original)     : 78.081203
A01_Estimator_Total_Time                           : 2251.725988
A02_Estimator_Setup_Time                           : 562.152387
A03_Estimator_Solving_Time                         : 1602.509839
A04_Estimator_Filtering_Process_Time               : 4.961713
A05_Estimator_KF_Process_Time                      : 80.076270
A06_Solver_PMSs_Solving_Time                       : 1556.873748
B01_Number_of_PMSs                                 : 28.437586
B02_Number_of_Filtered_PMSs                        : 4.920527
C01_Number_of_Selection_Fail_Timesteps             : 0.015559
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001424
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001424
D01_Number_of_Reflections(sim)                     : 0.810139
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.923578
F01_Number_of_Failed_Timesteps                     : 0.016699
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 39.171724
G02_Estimation_Error_Reference(sim)                : 78.081203
G03_Estimation_Error_Except_Fail                   : 37.451466
G04_Estimation_Error_Except_Fail_Ref               : 74.057250
G05_Estimation_Error_Except_Strict_Fail            : 34.857167
G06_Estimation_Error_Except_Strict_Fail_Ref        : 69.692643
H01_Reception_Fails(<3)                            : 0.015299
H02_Reception_Fails_Ref.(<3)                       : 0.015299
H03_Strict_Reception_Fails(<_NV)                   : 0.096045
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.096045
