192.019313	199.925690
N_steps             : 20001
error(proposed)     : 192.019313
error(original)     : 199.925690
A01_Estimator_Total_Time                           : 6028.030159
A02_Estimator_Setup_Time                           : 5310.684983
A03_Estimator_Solving_Time                         : 660.238948
A04_Estimator_Filtering_Process_Time               : 2.993377
A05_Estimator_KF_Process_Time                      : 52.527296
A06_Solver_PMSs_Solving_Time                       : 630.203956
B01_Number_of_PMSs                                 : 14.648201
B02_Number_of_Filtered_PMSs                        : 3.586093
C01_Number_of_Selection_Fail_Timesteps             : 0.779399
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.010560
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.010560
D01_Number_of_Reflections(sim)                     : 0.611240
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.652049
F01_Number_of_Failed_Timesteps                     : 0.441328
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 192.019313
G02_Estimation_Error_Reference(sim)                : 199.925690
G03_Estimation_Error_Except_Fail                   : 106.240188
G04_Estimation_Error_Except_Fail_Ref               : 86.973090
G05_Estimation_Error_Except_Strict_Fail            : 31.831899
G06_Estimation_Error_Except_Strict_Fail_Ref        : 20.132713
H01_Reception_Fails(<3)                            : 0.435428
H02_Reception_Fails_Ref.(<3)                       : 0.435428
H03_Strict_Reception_Fails(<_NV)                   : 0.917054
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.917054
