154.790043	148.967590
N_steps             : 20001
error(proposed)     : 154.790043
error(original)     : 148.967590
A01_Estimator_Total_Time                           : 3668.436812
A02_Estimator_Setup_Time                           : 2848.331594
A03_Estimator_Solving_Time                         : 755.351159
A04_Estimator_Filtering_Process_Time               : 3.589058
A05_Estimator_KF_Process_Time                      : 59.732899
A06_Solver_PMSs_Solving_Time                       : 726.276522
B01_Number_of_PMSs                                 : 15.755145
B02_Number_of_Filtered_PMSs                        : 4.293551
C01_Number_of_Selection_Fail_Timesteps             : 0.443696
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.005652
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.005652
D01_Number_of_Reflections(sim)                     : 0.577174
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.533478
F01_Number_of_Failed_Timesteps                     : 0.310034
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 154.790043
G02_Estimation_Error_Reference(sim)                : 148.967590
G03_Estimation_Error_Except_Fail                   : 96.490517
G04_Estimation_Error_Except_Fail_Ref               : 88.716744
G05_Estimation_Error_Except_Strict_Fail            : 65.025614
G06_Estimation_Error_Except_Strict_Fail_Ref        : 45.282224
H01_Reception_Fails(<3)                            : 0.306135
H02_Reception_Fails_Ref.(<3)                       : 0.306135
H03_Strict_Reception_Fails(<_NV)                   : 0.643618
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.643618
