40.324856	74.349806
N_steps             : 20001
error(proposed)     : 40.324856
error(original)     : 74.349806
A01_Estimator_Total_Time                           : 5122.049068
A02_Estimator_Setup_Time                           : 25.599038
A03_Estimator_Solving_Time                         : 4925.044808
A04_Estimator_Filtering_Process_Time               : 17.604250
A05_Estimator_KF_Process_Time                      : 151.355102
A06_Solver_PMSs_Solving_Time                       : 4789.345780
B01_Number_of_PMSs                                 : 82.245289
B02_Number_of_Filtered_PMSs                        : 9.417552
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002456
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002456
D01_Number_of_Reflections(sim)                     : 1.698376
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.008420
F01_Number_of_Failed_Timesteps                     : 0.002450
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 40.324856
G02_Estimation_Error_Reference(sim)                : 74.349806
G03_Estimation_Error_Except_Fail                   : 40.324856
G04_Estimation_Error_Except_Fail_Ref               : 74.349806
G05_Estimation_Error_Except_Strict_Fail            : 39.832889
G06_Estimation_Error_Except_Strict_Fail_Ref        : 73.421687
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.003850
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.003850
