74.594999	112.053537
N_steps             : 20001
error(proposed)     : 74.594999
error(original)     : 112.053537
A01_Estimator_Total_Time                           : 2639.728626
A02_Estimator_Setup_Time                           : 1269.904599
A03_Estimator_Solving_Time                         : 1295.033756
A04_Estimator_Filtering_Process_Time               : 5.517127
A05_Estimator_KF_Process_Time                      : 67.014830
A06_Solver_PMSs_Solving_Time                       : 1256.997787
B01_Number_of_PMSs                                 : 24.548614
B02_Number_of_Filtered_PMSs                        : 4.699297
C01_Number_of_Selection_Fail_Timesteps             : 0.104698
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002103
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002103
D01_Number_of_Reflections(sim)                     : 0.629074
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.793481
F01_Number_of_Failed_Timesteps                     : 0.096495
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 74.594999
G02_Estimation_Error_Reference(sim)                : 112.053537
G03_Estimation_Error_Except_Fail                   : 55.931205
G04_Estimation_Error_Except_Fail_Ref               : 83.759755
G05_Estimation_Error_Except_Strict_Fail            : 43.200563
G06_Estimation_Error_Except_Strict_Fail_Ref        : 61.956844
H01_Reception_Fails(<3)                            : 0.094595
H02_Reception_Fails_Ref.(<3)                       : 0.094595
H03_Strict_Reception_Fails(<_NV)                   : 0.288786
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.288786
