134.877288	168.535635
N_steps             : 20001
error(proposed)     : 134.877288
error(original)     : 168.535635
A01_Estimator_Total_Time                           : 658.380072
A02_Estimator_Setup_Time                           : 3.618011
A03_Estimator_Solving_Time                         : 584.434810
A04_Estimator_Filtering_Process_Time               : 2.661492
A05_Estimator_KF_Process_Time                      : 66.534389
A06_Solver_PMSs_Solving_Time                       : 561.844817
B01_Number_of_PMSs                                 : 11.747031
B02_Number_of_Filtered_PMSs                        : 4.671141
C01_Number_of_Selection_Fail_Timesteps             : 0.236950
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000124
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000124
D01_Number_of_Reflections(sim)                     : 0.547687
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000371
F01_Number_of_Failed_Timesteps                     : 0.191640
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 134.877288
G02_Estimation_Error_Reference(sim)                : 168.535635
G03_Estimation_Error_Except_Fail                   : 95.276699
G04_Estimation_Error_Except_Fail_Ref               : 114.574806
G05_Estimation_Error_Except_Strict_Fail            : 95.276699
G06_Estimation_Error_Except_Strict_Fail_Ref        : 114.574806
H01_Reception_Fails(<3)                            : 0.191540
H02_Reception_Fails_Ref.(<3)                       : 0.191540
H03_Strict_Reception_Fails(<_NV)                   : 0.191540
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.191540
