87.160498	117.471847
N_steps             : 20001
error(proposed)     : 87.160498
error(original)     : 117.471847
A01_Estimator_Total_Time                           : 588.563369
A02_Estimator_Setup_Time                           : 3.540162
A03_Estimator_Solving_Time                         : 521.643593
A04_Estimator_Filtering_Process_Time               : 2.051315
A05_Estimator_KF_Process_Time                      : 60.142143
A06_Solver_PMSs_Solving_Time                       : 507.659548
B01_Number_of_PMSs                                 : 8.817795
B02_Number_of_Filtered_PMSs                        : 4.132540
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000350
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000350
D01_Number_of_Reflections(sim)                     : 1.570821
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001050
F01_Number_of_Failed_Timesteps                     : 0.000350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 87.160498
G02_Estimation_Error_Reference(sim)                : 117.471847
G03_Estimation_Error_Except_Fail                   : 87.160498
G04_Estimation_Error_Except_Fail_Ref               : 117.471847
G05_Estimation_Error_Except_Strict_Fail            : 87.160498
G06_Estimation_Error_Except_Strict_Fail_Ref        : 117.471847
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
