283.387566	270.161108
N_steps             : 20001
error(proposed)     : 283.387566
error(original)     : 270.161108
A01_Estimator_Total_Time                           : 539.662180
A02_Estimator_Setup_Time                           : 5.145760
A03_Estimator_Solving_Time                         : 472.116151
A04_Estimator_Filtering_Process_Time               : 1.827995
A05_Estimator_KF_Process_Time                      : 59.171332
A06_Solver_PMSs_Solving_Time                       : 451.220054
B01_Number_of_PMSs                                 : 9.079408
B02_Number_of_Filtered_PMSs                        : 3.887483
C01_Number_of_Selection_Fail_Timesteps             : 1.691925
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.774697
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.628519
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 283.387566
G02_Estimation_Error_Reference(sim)                : 270.161108
G03_Estimation_Error_Except_Fail                   : 145.518261
G04_Estimation_Error_Except_Fail_Ref               : 70.489959
G05_Estimation_Error_Except_Strict_Fail            : 145.518261
G06_Estimation_Error_Except_Strict_Fail_Ref        : 70.489959
H01_Reception_Fails(<3)                            : 0.628519
H02_Reception_Fails_Ref.(<3)                       : 0.628519
H03_Strict_Reception_Fails(<_NV)                   : 0.628519
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.628519
