64.290106	117.381374
N_steps             : 20001
error(proposed)     : 64.290106
error(original)     : 117.381374
A01_Estimator_Total_Time                           : 599.557588
A02_Estimator_Setup_Time                           : 2.835462
A03_Estimator_Solving_Time                         : 534.445529
A04_Estimator_Filtering_Process_Time               : 1.874604
A05_Estimator_KF_Process_Time                      : 59.286561
A06_Solver_PMSs_Solving_Time                       : 516.986306
B01_Number_of_PMSs                                 : 10.542667
B02_Number_of_Filtered_PMSs                        : 4.394737
C01_Number_of_Selection_Fail_Timesteps             : 0.022024
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.872918
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.021549
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 64.290106
G02_Estimation_Error_Reference(sim)                : 117.381374
G03_Estimation_Error_Except_Fail                   : 58.146084
G04_Estimation_Error_Except_Fail_Ref               : 109.410359
G05_Estimation_Error_Except_Strict_Fail            : 58.146084
G06_Estimation_Error_Except_Strict_Fail_Ref        : 109.410359
H01_Reception_Fails(<3)                            : 0.021549
H02_Reception_Fails_Ref.(<3)                       : 0.021549
H03_Strict_Reception_Fails(<_NV)                   : 0.021549
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.021549
