83.817387	153.286157
N_steps             : 20001
error(proposed)     : 83.817387
error(original)     : 153.286157
A01_Estimator_Total_Time                           : 658.157857
A02_Estimator_Setup_Time                           : 2.661640
A03_Estimator_Solving_Time                         : 585.301464
A04_Estimator_Filtering_Process_Time               : 2.058547
A05_Estimator_KF_Process_Time                      : 67.141508
A06_Solver_PMSs_Solving_Time                       : 563.307153
B01_Number_of_PMSs                                 : 11.668821
B02_Number_of_Filtered_PMSs                        : 4.659210
C01_Number_of_Selection_Fail_Timesteps             : 0.104502
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000221
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000221
D01_Number_of_Reflections(sim)                     : 0.627893
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000663
F01_Number_of_Failed_Timesteps                     : 0.094795
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 83.817387
G02_Estimation_Error_Reference(sim)                : 153.286157
G03_Estimation_Error_Except_Fail                   : 64.527324
G04_Estimation_Error_Except_Fail_Ref               : 127.116492
G05_Estimation_Error_Except_Strict_Fail            : 64.527324
G06_Estimation_Error_Except_Strict_Fail_Ref        : 127.116492
H01_Reception_Fails(<3)                            : 0.094595
H02_Reception_Fails_Ref.(<3)                       : 0.094595
H03_Strict_Reception_Fails(<_NV)                   : 0.094595
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.094595
