78.531721	115.593035
N_steps             : 20001
error(proposed)     : 78.531721
error(original)     : 115.593035
A01_Estimator_Total_Time                           : 587.211661
A02_Estimator_Setup_Time                           : 3.360568
A03_Estimator_Solving_Time                         : 520.161508
A04_Estimator_Filtering_Process_Time               : 1.586229
A05_Estimator_KF_Process_Time                      : 61.137007
A06_Solver_PMSs_Solving_Time                       : 504.989849
B01_Number_of_PMSs                                 : 9.337617
B02_Number_of_Filtered_PMSs                        : 4.222811
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000100
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000100
D01_Number_of_Reflections(sim)                     : 1.320166
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000300
F01_Number_of_Failed_Timesteps                     : 0.000100
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 78.531721
G02_Estimation_Error_Reference(sim)                : 115.593035
G03_Estimation_Error_Except_Fail                   : 78.531721
G04_Estimation_Error_Except_Fail_Ref               : 115.593035
G05_Estimation_Error_Except_Strict_Fail            : 78.531721
G06_Estimation_Error_Except_Strict_Fail_Ref        : 115.593035
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
