184.996007	486.343948
N_steps             : 20001
error(proposed)     : 184.996007
error(original)     : 486.343948
A01_Estimator_Total_Time                           : 14499.336795
A02_Estimator_Setup_Time                           : 11748.416053
A03_Estimator_Solving_Time                         : 2548.396623
A04_Estimator_Filtering_Process_Time               : 9.909889
A05_Estimator_KF_Process_Time                      : 190.554402
A06_Solver_PMSs_Solving_Time                       : 2474.131515
B01_Number_of_PMSs                                 : 54.635736
B02_Number_of_Filtered_PMSs                        : 13.704676
C01_Number_of_Selection_Fail_Timesteps             : 0.340011
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 3.609741
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.216267
F01_Number_of_Failed_Timesteps                     : 0.253737
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 184.996007
G02_Estimation_Error_Reference(sim)                : 486.343948
