78.383559	84.721019
N_steps             : 20001
error(proposed)     : 78.383559
error(original)     : 84.721019
A01_Estimator_Total_Time                           : 608.126053
A02_Estimator_Setup_Time                           : 2.523005
A03_Estimator_Solving_Time                         : 553.656626
A04_Estimator_Filtering_Process_Time               : 1.839364
A05_Estimator_KF_Process_Time                      : 49.147253
A06_Solver_PMSs_Solving_Time                       : 538.331546
B01_Number_of_PMSs                                 : 10.926423
B02_Number_of_Filtered_PMSs                        : 3.833951
B03_Number_of_PMSs_to_KF                           : 3.833951
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002456
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002456
D01_Number_of_Reflections(sim)                     : 0.769246
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.007368
F01_Number_of_Failed_Timesteps                     : 0.002450
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 78.383559
G02_Estimation_Error_Reference(sim)                : 84.721019
G03_Estimation_Error_Except_Fail                   : 78.383559
G04_Estimation_Error_Except_Fail_Ref               : 84.721019
G05_Estimation_Error_Except_Strict_Fail            : 78.383559
G06_Estimation_Error_Except_Strict_Fail_Ref        : 84.721019
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
