225.565853	192.261334
N_steps             : 20000
error(proposed)     : 225.565853
error(original)     : 192.261334
A01_Estimator_Total_Time                           : 2211729.638034
A02_Estimator_Setup_Time                           : 2.376676
A03_Estimator_Solving_Time                         : 1718609.111903
A04_Estimator_Filtering_Process_Time               : 0.000000
A05_Estimator_KF_Process_Time                      : 490896.824991
A06_Solver_PMSs_Solving_Time                       : 1670372.020985
B01_Number_of_PMSs                                 : 40544.082434
B02_Number_of_Filtered_PMSs                        : 0.000000
B03_Number_of_PMSs_to_KF                           : 40544.082434
C01_Number_of_Selection_Fail_Timesteps             : 0.004066
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 2.057834
D02_Number_of_Reflections_Twice(sim)               : 0.045283
E01_Number_of_Selected_Beacons                     : 4.954415
F01_Number_of_Failed_Timesteps                     : 0.004050
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 225.565853
G02_Estimation_Error_Reference(sim)                : 192.261334
G03_Estimation_Error_Except_Fail                   : 225.498841
G04_Estimation_Error_Except_Fail_Ref               : 192.143112
G05_Estimation_Error_Except_Strict_Fail            : 222.078735
G06_Estimation_Error_Except_Strict_Fail_Ref        : 185.115390
H01_Reception_Fails(<3)                            : 0.004050
H02_Reception_Fails_Ref.(<3)                       : 0.004050
H03_Strict_Reception_Fails(<_NV)                   : 0.042950
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.042950
