34.180139	91.021722
N_steps             : 20001
error(proposed)     : 34.180139
error(original)     : 91.021722
A01_Estimator_Total_Time                           : 409.977508
A02_Estimator_Setup_Time                           : 2.472324
A03_Estimator_Solving_Time                         : 364.052848
A04_Estimator_Filtering_Process_Time               : 1.379702
A05_Estimator_KF_Process_Time                      : 40.588389
A06_Solver_PMSs_Solving_Time                       : 353.206983
B01_Number_of_PMSs                                 : 7.591294
B02_Number_of_Filtered_PMSs                        : 3.159996
B03_Number_of_PMSs_to_KF                           : 3.159996
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001904
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001904
D01_Number_of_Reflections(sim)                     : 1.091119
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.005711
F01_Number_of_Failed_Timesteps                     : 0.001900
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 34.180139
G02_Estimation_Error_Reference(sim)                : 91.021722
G03_Estimation_Error_Except_Fail                   : 34.180139
G04_Estimation_Error_Except_Fail_Ref               : 91.021722
G05_Estimation_Error_Except_Strict_Fail            : 34.180139
G06_Estimation_Error_Except_Strict_Fail_Ref        : 91.021722
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
