135.317223	131.041740
N_steps             : 20001
error(proposed)     : 135.317223
error(original)     : 131.041740
A01_Estimator_Total_Time                           : 4232.183686
A02_Estimator_Setup_Time                           : 2999.125572
A03_Estimator_Solving_Time                         : 1143.952555
A04_Estimator_Filtering_Process_Time               : 4.564575
A05_Estimator_KF_Process_Time                      : 83.129415
A06_Solver_PMSs_Solving_Time                       : 1102.945133
A07_Number_of_PMSs                                 : 21.799549
A08_Number_of_Filtered_PMSs                        : 5.323703
A09_Number_of_Selection_Fail_Timesteps             : 0.311775
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.013584
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.013584
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 3.513684
A16_Number_of_Failed_Timesteps                     : 0.245488
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 135.317223
A18_Estimation_Error(sim)                          : 131.041740
