68.192395	73.554915
N_steps             : 20001
error(proposed)     : 68.192395
error(original)     : 73.554915
A01_Estimator_Total_Time                           : 529.292260
A02_Estimator_Setup_Time                           : 4.152190
A03_Estimator_Solving_Time                         : 473.405321
A04_Estimator_Filtering_Process_Time               : 1.774179
A05_Estimator_KF_Process_Time                      : 48.798723
A06_Solver_PMSs_Solving_Time                       : 459.785395
A07_Number_of_PMSs                                 : 7.267666
A08_Number_of_Filtered_PMSs                        : 2.843786
A09_Number_of_Selection_Fail_Timesteps             : 0.000000
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.005935
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.005935
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 3.017804
A16_Number_of_Failed_Timesteps                     : 0.005900
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 68.192395
A18_Estimation_Error(sim)                          : 73.554915
