305.978125	308.992327
N_steps             : 20001
error(proposed)     : 305.978125
error(original)     : 308.992327
A01_Estimator_Total_Time                           : 458.390944
A02_Estimator_Setup_Time                           : 6.019502
A03_Estimator_Solving_Time                         : 387.236270
A04_Estimator_Filtering_Process_Time               : 1.472988
A05_Estimator_KF_Process_Time                      : 62.117687
A06_Solver_PMSs_Solving_Time                       : 366.444519
A07_Number_of_PMSs                                 : 7.317193
A08_Number_of_Filtered_PMSs                        : 3.414705
A09_Number_of_Selection_Fail_Timesteps             : 3.483524
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.000000
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 3.000000
A16_Number_of_Failed_Timesteps                     : 0.776961
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 305.978125
A18_Estimation_Error(sim)                          : 308.992327
