296.992816	320.429038
N_steps             : 20001
error(proposed)     : 296.992816
error(original)     : 320.429038
A01_Estimator_Total_Time                           : 602.693703
A02_Estimator_Setup_Time                           : 5.129332
A03_Estimator_Solving_Time                         : 537.501548
A04_Estimator_Filtering_Process_Time               : 1.833210
A05_Estimator_KF_Process_Time                      : 56.509512
A06_Solver_PMSs_Solving_Time                       : 517.937767
A07_Number_of_PMSs                                 : 7.992626
A08_Number_of_Filtered_PMSs                        : 3.363368
A09_Number_of_Selection_Fail_Timesteps             : 1.949565
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.000000
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 3.000000
A16_Number_of_Failed_Timesteps                     : 0.660967
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 296.992816
A18_Estimation_Error(sim)                          : 320.429038
