42.522605	66.099296
N_steps             : 20001
error(proposed)     : 42.522605
error(original)     : 66.099296
A01_Estimator_Total_Time                           : 2201.508088
A02_Estimator_Setup_Time                           : 48.860910
A03_Estimator_Solving_Time                         : 2061.896811
A04_Estimator_Filtering_Process_Time               : 6.715988
A05_Estimator_KF_Process_Time                      : 82.262360
A06_Solver_PMSs_Solving_Time                       : 2003.162619
A07_Number_of_PMSs                                 : 33.133310
A08_Number_of_Filtered_PMSs                        : 4.440951
A09_Number_of_Selection_Fail_Timesteps             : 0.000000
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.014198
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.014198
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 4.043608
A16_Number_of_Failed_Timesteps                     : 0.013999
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 42.522605
A18_Estimation_Error(sim)                          : 66.099296
