22.069042	48.641720
N_steps             : 20001
error(proposed)     : 22.069042
error(original)     : 48.641720
A01_Estimator_Total_Time                           : 5075.492212
A02_Estimator_Setup_Time                           : 7.146417
A03_Estimator_Solving_Time                         : 4983.485462
A04_Estimator_Filtering_Process_Time               : 18.557425
A05_Estimator_KF_Process_Time                      : 64.140083
A06_Solver_PMSs_Solving_Time                       : 4845.426168
A07_Number_of_PMSs                                 : 72.375701
A08_Number_of_Filtered_PMSs                        : 2.982710
A09_Number_of_Selection_Fail_Timesteps             : 0.000000
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.038474
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.038474
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 5.192368
A16_Number_of_Failed_Timesteps                     : 0.037048
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 22.069042
A18_Estimation_Error(sim)                          : 48.641720
