26.306778	58.146199
N_steps             : 20001
error(proposed)     : 26.306778
error(original)     : 58.146199
A01_Estimator_Total_Time                           : 5145.983202
A02_Estimator_Setup_Time                           : 24.583757
A03_Estimator_Solving_Time                         : 5022.067499
A04_Estimator_Filtering_Process_Time               : 18.398264
A05_Estimator_KF_Process_Time                      : 77.802178
A06_Solver_PMSs_Solving_Time                       : 4886.959059
A07_Number_of_PMSs                                 : 73.703190
A08_Number_of_Filtered_PMSs                        : 4.061437
A09_Number_of_Selection_Fail_Timesteps             : 0.000000
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.027431
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.027431
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 5.132583
A16_Number_of_Failed_Timesteps                     : 0.026699
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 26.306778
A18_Estimation_Error(sim)                          : 58.146199
