73.871402	70.094885
N_steps             : 20001
error(proposed)     : 73.871402
error(original)     : 70.094885
A01_Estimator_Total_Time                           : 537.727195
A02_Estimator_Setup_Time                           : 3.827752
A03_Estimator_Solving_Time                         : 484.721974
A04_Estimator_Filtering_Process_Time               : 1.513530
A05_Estimator_KF_Process_Time                      : 46.654852
A06_Solver_PMSs_Solving_Time                       : 469.532908
A07_Number_of_PMSs                                 : 7.539736
A08_Number_of_Filtered_PMSs                        : 2.918369
A09_Number_of_Selection_Fail_Timesteps             : 0.000000
A10_Number_of_opt1_Fail                            : 0.000000
A11_Number_of_Threshold_opt_Fail                   : 0.004117
A12_Number_of_Kalman_Filter_Fail_Timesteps         : 0.004117
A13_Number_of_Reflections                          : 0.000000
A14_Number_of_Reflections_Twice                    : 0.000000
A15_Number_of_Selected_Beacons                     : 3.012350
A16_Number_of_Failed_Timesteps                     : 0.004100
A17_Number_of_Timesteps                            : 20001.000000
A18_Estimation_Error(sim)                          : 73.871402
A18_Estimation_Error(sim)                          : 70.094885
