151.896728	100.581591
N_steps             : 20000
error(proposed)     : 151.896728
error(original)     : 100.581591
A01_Estimator_Total_Time                           : 36271.217079
A02_Estimator_Setup_Time                           : 3.494151
A03_Estimator_Solving_Time                         : 29918.698378
A04_Estimator_Filtering_Process_Time               : 172.476580
A05_Estimator_KF_Process_Time                      : 6159.818866
A06_Solver_PMSs_Solving_Time                       : 29193.868216
B01_Number_of_PMSs                                 : 482.582911
B02_Number_of_Filtered_PMSs                        : 285.985541
B03_Number_of_PMSs_to_KF                           : 285.985541
C01_Number_of_Selection_Fail_Timesteps             : 0.004066
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 2.057834
D02_Number_of_Reflections_Twice(sim)               : 0.045283
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.004050
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 151.896728
G02_Estimation_Error_Reference(sim)                : 100.581591
G03_Estimation_Error_Except_Fail                   : 152.004192
G04_Estimation_Error_Except_Fail_Ref               : 100.548038
G05_Estimation_Error_Except_Strict_Fail            : 152.004192
G06_Estimation_Error_Except_Strict_Fail_Ref        : 100.548038
H01_Reception_Fails(<3)                            : 0.004050
H02_Reception_Fails_Ref.(<3)                       : 0.004050
H03_Strict_Reception_Fails(<_NV)                   : 0.004050
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.004050
