153.370991	319.537775
N_steps             : 20000
error(proposed)     : 153.370991
error(original)     : 319.537775
A01_Estimator_Total_Time                           : 6572.628467
A02_Estimator_Setup_Time                           : 8.128617
A03_Estimator_Solving_Time                         : 4546.484780
A04_Estimator_Filtering_Process_Time               : 0.000000
A05_Estimator_KF_Process_Time                      : 2015.492841
A06_Solver_PMSs_Solving_Time                       : 4405.906278
B01_Number_of_PMSs                                 : 77.636878
B02_Number_of_Filtered_PMSs                        : 0.000000
B03_Number_of_PMSs_to_KF                           : 77.636878
C01_Number_of_Selection_Fail_Timesteps             : 0.001302
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 4.508261
D02_Number_of_Reflections_Twice(sim)               : 0.008811
E01_Number_of_Selected_Beacons                     : 3.999950
F01_Number_of_Failed_Timesteps                     : 0.001300
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 153.370991
G02_Estimation_Error_Reference(sim)                : 319.537775
G03_Estimation_Error_Except_Fail                   : 153.272539
G04_Estimation_Error_Except_Fail_Ref               : 319.875009
G05_Estimation_Error_Except_Strict_Fail            : 153.268803
G06_Estimation_Error_Except_Strict_Fail_Ref        : 319.888177
H01_Reception_Fails(<3)                            : 0.001300
H02_Reception_Fails_Ref.(<3)                       : 0.001300
H03_Strict_Reception_Fails(<_NV)                   : 0.001350
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001350
