139.722738	325.058649
N_steps             : 20000
error(proposed)     : 139.722738
error(original)     : 325.058649
A01_Estimator_Total_Time                           : 19083.187894
A02_Estimator_Setup_Time                           : 8.647041
A03_Estimator_Solving_Time                         : 12355.317913
A04_Estimator_Filtering_Process_Time               : 0.000000
A05_Estimator_KF_Process_Time                      : 6707.217683
A06_Solver_PMSs_Solving_Time                       : 11891.839191
B01_Number_of_PMSs                                 : 260.093472
B02_Number_of_Filtered_PMSs                        : 0.000000
B03_Number_of_PMSs_to_KF                           : 260.093472
C01_Number_of_Selection_Fail_Timesteps             : 0.001302
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 4.508261
D02_Number_of_Reflections_Twice(sim)               : 0.008811
E01_Number_of_Selected_Beacons                     : 4.992290
F01_Number_of_Failed_Timesteps                     : 0.001300
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 139.722738
G02_Estimation_Error_Reference(sim)                : 325.058649
G03_Estimation_Error_Except_Fail                   : 139.728574
G04_Estimation_Error_Except_Fail_Ref               : 325.403069
G05_Estimation_Error_Except_Strict_Fail            : 139.559826
G06_Estimation_Error_Except_Strict_Fail_Ref        : 325.692779
H01_Reception_Fails(<3)                            : 0.001300
H02_Reception_Fails_Ref.(<3)                       : 0.001300
H03_Strict_Reception_Fails(<_NV)                   : 0.008950
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.008950
