40.366469	79.307423
N_steps             : 20001
error(proposed)     : 40.366469
error(original)     : 79.307423
A01_Estimator_Total_Time                           : 4014.324056
A02_Estimator_Setup_Time                           : 4.349316
A03_Estimator_Solving_Time                         : 3920.633141
A04_Estimator_Filtering_Process_Time               : 13.026855
A05_Estimator_KF_Process_Time                      : 73.366910
A06_Solver_PMSs_Solving_Time                       : 3811.732689
B01_Number_of_PMSs                                 : 65.339335
B02_Number_of_Filtered_PMSs                        : 4.081953
B03_Number_of_PMSs_to_KF                           : 4.081953
C01_Number_of_Selection_Fail_Timesteps             : 0.006173
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.022790
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.022790
D01_Number_of_Reflections(sim)                     : 0.850550
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.756302
F01_Number_of_Failed_Timesteps                     : 0.028149
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 40.366469
G02_Estimation_Error_Reference(sim)                : 79.307423
G03_Estimation_Error_Except_Fail                   : 39.801249
G04_Estimation_Error_Except_Fail_Ref               : 77.797118
G05_Estimation_Error_Except_Strict_Fail            : 34.153166
G06_Estimation_Error_Except_Strict_Fail_Ref        : 59.720227
H01_Reception_Fails(<3)                            : 0.006000
H02_Reception_Fails_Ref.(<3)                       : 0.006000
H03_Strict_Reception_Fails(<_NV)                   : 0.236088
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.236088
