31.200102	74.268988
N_steps             : 20001
error(proposed)     : 31.200102
error(original)     : 74.268988
A01_Estimator_Total_Time                           : 1521.545354
A02_Estimator_Setup_Time                           : 2.749521
A03_Estimator_Solving_Time                         : 1446.095197
A04_Estimator_Filtering_Process_Time               : 5.004389
A05_Estimator_KF_Process_Time                      : 66.154727
A06_Solver_PMSs_Solving_Time                       : 1404.247150
B01_Number_of_PMSs                                 : 26.001715
B02_Number_of_Filtered_PMSs                        : 4.234739
B03_Number_of_PMSs_to_KF                           : 4.234739
C01_Number_of_Selection_Fail_Timesteps             : 0.000404
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008627
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008627
D01_Number_of_Reflections(sim)                     : 0.967460
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.988447
F01_Number_of_Failed_Timesteps                     : 0.008950
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 31.200102
G02_Estimation_Error_Reference(sim)                : 74.268988
G03_Estimation_Error_Except_Fail                   : 31.154946
G04_Estimation_Error_Except_Fail_Ref               : 74.087267
G05_Estimation_Error_Except_Strict_Fail            : 30.370183
G06_Estimation_Error_Except_Strict_Fail_Ref        : 73.037439
H01_Reception_Fails(<3)                            : 0.000400
H02_Reception_Fails_Ref.(<3)                       : 0.000400
H03_Strict_Reception_Fails(<_NV)                   : 0.046048
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.046048
