34.036781	76.670536
N_steps             : 20001
error(proposed)     : 34.036781
error(original)     : 76.670536
A01_Estimator_Total_Time                           : 4427.550611
A02_Estimator_Setup_Time                           : 2.960656
A03_Estimator_Solving_Time                         : 4335.418783
A04_Estimator_Filtering_Process_Time               : 17.062184
A05_Estimator_KF_Process_Time                      : 69.162690
A06_Solver_PMSs_Solving_Time                       : 4213.728885
B01_Number_of_PMSs                                 : 69.103674
B02_Number_of_Filtered_PMSs                        : 3.702928
B03_Number_of_PMSs_to_KF                           : 3.702928
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.021971
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.021971
D01_Number_of_Reflections(sim)                     : 1.042665
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.961729
F01_Number_of_Failed_Timesteps                     : 0.021499
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 34.036781
G02_Estimation_Error_Reference(sim)                : 76.670536
G03_Estimation_Error_Except_Fail                   : 34.036781
G04_Estimation_Error_Except_Fail_Ref               : 76.670536
G05_Estimation_Error_Except_Strict_Fail            : 31.106385
G06_Estimation_Error_Except_Strict_Fail_Ref        : 71.978682
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.122044
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.122044
