46.695551	107.018408
N_steps             : 20001
error(proposed)     : 46.695551
error(original)     : 107.018408
A01_Estimator_Total_Time                           : 546.039742
A02_Estimator_Setup_Time                           : 2.638995
A03_Estimator_Solving_Time                         : 486.137230
A04_Estimator_Filtering_Process_Time               : 1.790297
A05_Estimator_KF_Process_Time                      : 54.413657
A06_Solver_PMSs_Solving_Time                       : 471.453551
B01_Number_of_PMSs                                 : 10.148073
B02_Number_of_Filtered_PMSs                        : 4.224834
B03_Number_of_PMSs_to_KF                           : 4.224834
C01_Number_of_Selection_Fail_Timesteps             : 0.007414
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001311
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001311
D01_Number_of_Reflections(sim)                     : 0.890761
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.003934
F01_Number_of_Failed_Timesteps                     : 0.008650
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 46.695551
G02_Estimation_Error_Reference(sim)                : 107.018408
G03_Estimation_Error_Except_Fail                   : 45.926049
G04_Estimation_Error_Except_Fail_Ref               : 105.979923
G05_Estimation_Error_Except_Strict_Fail            : 45.926049
G06_Estimation_Error_Except_Strict_Fail_Ref        : 105.979923
H01_Reception_Fails(<3)                            : 0.007350
H02_Reception_Fails_Ref.(<3)                       : 0.007350
H03_Strict_Reception_Fails(<_NV)                   : 0.007350
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.007350
