32.360770	73.627706
N_steps             : 20001
error(proposed)     : 32.360770
error(original)     : 73.627706
A01_Estimator_Total_Time                           : 4412.560694
A02_Estimator_Setup_Time                           : 4.715393
A03_Estimator_Solving_Time                         : 4321.477237
A04_Estimator_Filtering_Process_Time               : 13.787712
A05_Estimator_KF_Process_Time                      : 69.763794
A06_Solver_PMSs_Solving_Time                       : 4212.042499
B01_Number_of_PMSs                                 : 67.514089
B02_Number_of_Filtered_PMSs                        : 3.931530
B03_Number_of_PMSs_to_KF                           : 3.931530
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.026587
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.026587
D01_Number_of_Reflections(sim)                     : 1.155110
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.013807
F01_Number_of_Failed_Timesteps                     : 0.025899
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 32.360770
G02_Estimation_Error_Reference(sim)                : 73.627706
G03_Estimation_Error_Except_Fail                   : 32.360770
G04_Estimation_Error_Except_Fail_Ref               : 73.627706
G05_Estimation_Error_Except_Strict_Fail            : 29.140001
G06_Estimation_Error_Except_Strict_Fail_Ref        : 70.270424
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.091345
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.091345
