84.786063	105.710486
N_steps             : 20001
error(proposed)     : 84.786063
error(original)     : 105.710486
A01_Estimator_Total_Time                           : 1584.031125
A02_Estimator_Setup_Time                           : 3.091486
A03_Estimator_Solving_Time                         : 1499.934947
A04_Estimator_Filtering_Process_Time               : 5.597322
A05_Estimator_KF_Process_Time                      : 73.373212
A06_Solver_PMSs_Solving_Time                       : 1458.224911
B01_Number_of_PMSs                                 : 30.454114
B02_Number_of_Filtered_PMSs                        : 4.991761
B03_Number_of_PMSs_to_KF                           : 4.991761
C01_Number_of_Selection_Fail_Timesteps             : 0.137602
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.006751
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.006751
D01_Number_of_Reflections(sim)                     : 0.653336
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.847694
F01_Number_of_Failed_Timesteps                     : 0.126144
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 84.786063
G02_Estimation_Error_Reference(sim)                : 105.710486
G03_Estimation_Error_Except_Fail                   : 67.647023
G04_Estimation_Error_Except_Fail_Ref               : 81.180154
G05_Estimation_Error_Except_Strict_Fail            : 60.877950
G06_Estimation_Error_Except_Strict_Fail_Ref        : 67.117599
H01_Reception_Fails(<3)                            : 0.120244
H02_Reception_Fails_Ref.(<3)                       : 0.120244
H03_Strict_Reception_Fails(<_NV)                   : 0.276936
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.276936
