32.035189	74.842544
N_steps             : 20001
error(proposed)     : 32.035189
error(original)     : 74.842544
A01_Estimator_Total_Time                           : 4315.477716
A02_Estimator_Setup_Time                           : 3.876874
A03_Estimator_Solving_Time                         : 4229.174677
A04_Estimator_Filtering_Process_Time               : 12.654498
A05_Estimator_KF_Process_Time                      : 66.596580
A06_Solver_PMSs_Solving_Time                       : 4108.928322
B01_Number_of_PMSs                                 : 67.684073
B02_Number_of_Filtered_PMSs                        : 3.792052
B03_Number_of_PMSs_to_KF                           : 3.792052
C01_Number_of_Selection_Fail_Timesteps             : 0.000359
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.026597
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.026597
D01_Number_of_Reflections(sim)                     : 1.103050
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.973968
F01_Number_of_Failed_Timesteps                     : 0.026249
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 32.035189
G02_Estimation_Error_Reference(sim)                : 74.842544
G03_Estimation_Error_Except_Fail                   : 31.996379
G04_Estimation_Error_Except_Fail_Ref               : 74.680943
G05_Estimation_Error_Except_Strict_Fail            : 28.708529
G06_Estimation_Error_Except_Strict_Fail_Ref        : 71.090988
H01_Reception_Fails(<3)                            : 0.000350
H02_Reception_Fails_Ref.(<3)                       : 0.000350
H03_Strict_Reception_Fails(<_NV)                   : 0.121544
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.121544
