136.749181	157.586561
N_steps             : 20001
error(proposed)     : 136.749181
error(original)     : 157.586561
A01_Estimator_Total_Time                           : 1373.811098
A02_Estimator_Setup_Time                           : 4.434733
A03_Estimator_Solving_Time                         : 1291.419800
A04_Estimator_Filtering_Process_Time               : 5.120224
A05_Estimator_KF_Process_Time                      : 70.491283
A06_Solver_PMSs_Solving_Time                       : 1248.593087
B01_Number_of_PMSs                                 : 27.126895
B02_Number_of_Filtered_PMSs                        : 4.670634
B03_Number_of_PMSs_to_KF                           : 4.670634
C01_Number_of_Selection_Fail_Timesteps             : 0.489312
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.026834
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.026834
D01_Number_of_Reflections(sim)                     : 0.624773
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.958308
F01_Number_of_Failed_Timesteps                     : 0.340433
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 136.749181
G02_Estimation_Error_Reference(sim)                : 157.586561
G03_Estimation_Error_Except_Fail                   : 78.894253
G04_Estimation_Error_Except_Fail_Ref               : 90.892237
G05_Estimation_Error_Except_Strict_Fail            : 37.857876
G06_Estimation_Error_Except_Strict_Fail_Ref        : 40.295795
H01_Reception_Fails(<3)                            : 0.322734
H02_Reception_Fails_Ref.(<3)                       : 0.322734
H03_Strict_Reception_Fails(<_NV)                   : 0.824559
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.824559
