317.914611	331.806216
N_steps             : 20001
error(proposed)     : 317.914611
error(original)     : 331.806216
A01_Estimator_Total_Time                           : 605.432065
A02_Estimator_Setup_Time                           : 9.589674
A03_Estimator_Solving_Time                         : 525.156703
A04_Estimator_Filtering_Process_Time               : 3.486413
A05_Estimator_KF_Process_Time                      : 62.049819
A06_Solver_PMSs_Solving_Time                       : 499.056159
B01_Number_of_PMSs                                 : 7.865942
B02_Number_of_Filtered_PMSs                        : 3.545290
B03_Number_of_PMSs_to_KF                           : 3.545290
C01_Number_of_Selection_Fail_Timesteps             : 17.114130
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002717
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002717
D01_Number_of_Reflections(sim)                     : 2.159420
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.008152
F01_Number_of_Failed_Timesteps                     : 0.944803
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 317.914611
G02_Estimation_Error_Reference(sim)                : 331.806216
G03_Estimation_Error_Except_Fail                   : 170.261763
G04_Estimation_Error_Except_Fail_Ref               : 48.325912
G05_Estimation_Error_Except_Strict_Fail            : 170.261763
G06_Estimation_Error_Except_Strict_Fail_Ref        : 48.325912
H01_Reception_Fails(<3)                            : 0.944653
H02_Reception_Fails_Ref.(<3)                       : 0.944653
H03_Strict_Reception_Fails(<_NV)                   : 0.944653
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.944653
