82.646489	126.481887
N_steps             : 20001
error(proposed)     : 82.646489
error(original)     : 126.481887
A01_Estimator_Total_Time                           : 663.880996
A02_Estimator_Setup_Time                           : 2.806376
A03_Estimator_Solving_Time                         : 589.471925
A04_Estimator_Filtering_Process_Time               : 2.306263
A05_Estimator_KF_Process_Time                      : 68.190668
A06_Solver_PMSs_Solving_Time                       : 570.485679
B01_Number_of_PMSs                                 : 12.366902
B02_Number_of_Filtered_PMSs                        : 4.976245
B03_Number_of_PMSs_to_KF                           : 4.976245
C01_Number_of_Selection_Fail_Timesteps             : 0.136679
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.648954
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.120244
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 82.646489
G02_Estimation_Error_Reference(sim)                : 126.481887
G03_Estimation_Error_Except_Fail                   : 63.253022
G04_Estimation_Error_Except_Fail_Ref               : 105.971643
G05_Estimation_Error_Except_Strict_Fail            : 63.253022
G06_Estimation_Error_Except_Strict_Fail_Ref        : 105.971643
H01_Reception_Fails(<3)                            : 0.120244
H02_Reception_Fails_Ref.(<3)                       : 0.120244
H03_Strict_Reception_Fails(<_NV)                   : 0.120244
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.120244
