28.003030	71.822700
N_steps             : 20001
error(proposed)     : 28.003030
error(original)     : 71.822700
A01_Estimator_Total_Time                           : 4426.170476
A02_Estimator_Setup_Time                           : 3.651056
A03_Estimator_Solving_Time                         : 4322.508403
A04_Estimator_Filtering_Process_Time               : 15.994056
A05_Estimator_KF_Process_Time                      : 81.781564
A06_Solver_PMSs_Solving_Time                       : 4202.035356
B01_Number_of_PMSs                                 : 66.949734
B02_Number_of_Filtered_PMSs                        : 4.015423
B03_Number_of_PMSs_to_KF                           : 4.015423
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.024851
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.024851
D01_Number_of_Reflections(sim)                     : 1.393318
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.095153
F01_Number_of_Failed_Timesteps                     : 0.024249
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 28.003030
G02_Estimation_Error_Reference(sim)                : 71.822700
G03_Estimation_Error_Except_Fail                   : 28.003030
G04_Estimation_Error_Except_Fail_Ref               : 71.822700
G05_Estimation_Error_Except_Strict_Fail            : 27.527763
G06_Estimation_Error_Except_Strict_Fail_Ref        : 71.471925
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.027699
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.027699
