215.181788	195.314266
N_steps             : 20001
error(proposed)     : 215.181788
error(original)     : 195.314266
A01_Estimator_Total_Time                           : 643.386745
A02_Estimator_Setup_Time                           : 3.222986
A03_Estimator_Solving_Time                         : 567.294077
A04_Estimator_Filtering_Process_Time               : 2.363449
A05_Estimator_KF_Process_Time                      : 69.179661
A06_Solver_PMSs_Solving_Time                       : 545.690965
B01_Number_of_PMSs                                 : 13.002837
B02_Number_of_Filtered_PMSs                        : 5.293046
B03_Number_of_PMSs_to_KF                           : 5.293046
C01_Number_of_Selection_Fail_Timesteps             : 0.718645
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000688
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000688
D01_Number_of_Reflections(sim)                     : 0.563569
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.002063
F01_Number_of_Failed_Timesteps                     : 0.418379
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 215.181788
G02_Estimation_Error_Reference(sim)                : 195.314266
G03_Estimation_Error_Except_Fail                   : 145.727291
G04_Estimation_Error_Except_Fail_Ref               : 97.034385
G05_Estimation_Error_Except_Strict_Fail            : 145.727291
G06_Estimation_Error_Except_Strict_Fail_Ref        : 97.034385
H01_Reception_Fails(<3)                            : 0.417979
H02_Reception_Fails_Ref.(<3)                       : 0.417979
H03_Strict_Reception_Fails(<_NV)                   : 0.417979
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.417979
