94.980972	134.926653
N_steps             : 20001
error(proposed)     : 94.980972
error(original)     : 134.926653
A01_Estimator_Total_Time                           : 4684.430584
A02_Estimator_Setup_Time                           : 3072.235032
A03_Estimator_Solving_Time                         : 1547.001724
A04_Estimator_Filtering_Process_Time               : 6.425352
A05_Estimator_KF_Process_Time                      : 57.178905
A06_Solver_PMSs_Solving_Time                       : 1496.176110
B01_Number_of_PMSs                                 : 31.008383
B02_Number_of_Filtered_PMSs                        : 4.162138
C01_Number_of_Selection_Fail_Timesteps             : 0.179440
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.009751
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.009751
D01_Number_of_Reflections(sim)                     : 0.606457
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.236280
F01_Number_of_Failed_Timesteps                     : 0.159092
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 94.980972
G02_Estimation_Error_Reference(sim)                : 134.926653
G03_Estimation_Error_Except_Fail                   : 59.263188
G04_Estimation_Error_Except_Fail_Ref               : 96.158594
G05_Estimation_Error_Except_Strict_Fail            : 30.047224
G06_Estimation_Error_Except_Strict_Fail_Ref        : 40.433433
H01_Reception_Fails(<3)                            : 0.150892
H02_Reception_Fails_Ref.(<3)                       : 0.150892
H03_Strict_Reception_Fails(<_NV)                   : 0.614669
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.614669
