34.881279	76.686213
N_steps             : 20001
error(proposed)     : 34.881279
error(original)     : 76.686213
A01_Estimator_Total_Time                           : 4468.537618
A02_Estimator_Setup_Time                           : 5.348374
A03_Estimator_Solving_Time                         : 4376.527478
A04_Estimator_Filtering_Process_Time               : 16.380128
A05_Estimator_KF_Process_Time                      : 67.753444
A06_Solver_PMSs_Solving_Time                       : 4256.688092
B01_Number_of_PMSs                                 : 69.830115
B02_Number_of_Filtered_PMSs                        : 3.758054
B03_Number_of_PMSs_to_KF                           : 3.758054
C01_Number_of_Selection_Fail_Timesteps             : 0.004917
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.019462
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.019462
D01_Number_of_Reflections(sim)                     : 0.953649
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.859257
F01_Number_of_Failed_Timesteps                     : 0.023799
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 34.881279
G02_Estimation_Error_Reference(sim)                : 76.686213
G03_Estimation_Error_Except_Fail                   : 34.500235
G04_Estimation_Error_Except_Fail_Ref               : 76.265650
G05_Estimation_Error_Except_Strict_Fail            : 28.958410
G06_Estimation_Error_Except_Strict_Fail_Ref        : 68.074476
H01_Reception_Fails(<3)                            : 0.004800
H02_Reception_Fails_Ref.(<3)                       : 0.004800
H03_Strict_Reception_Fails(<_NV)                   : 0.166842
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.166842
