105.021848	136.318436
N_steps             : 20001
error(proposed)     : 105.021848
error(original)     : 136.318436
A01_Estimator_Total_Time                           : 1500.650050
A02_Estimator_Setup_Time                           : 4.401675
A03_Estimator_Solving_Time                         : 1417.551930
A04_Estimator_Filtering_Process_Time               : 6.038252
A05_Estimator_KF_Process_Time                      : 71.250073
A06_Solver_PMSs_Solving_Time                       : 1373.833753
B01_Number_of_PMSs                                 : 30.007264
B02_Number_of_Filtered_PMSs                        : 5.062445
B03_Number_of_PMSs_to_KF                           : 5.062445
C01_Number_of_Selection_Fail_Timesteps             : 0.139418
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.032218
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.032218
D01_Number_of_Reflections(sim)                     : 0.530256
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.929120
F01_Number_of_Failed_Timesteps                     : 0.146493
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 105.021848
G02_Estimation_Error_Reference(sim)                : 136.318436
G03_Estimation_Error_Except_Fail                   : 95.243031
G04_Estimation_Error_Except_Fail_Ref               : 114.899665
G05_Estimation_Error_Except_Strict_Fail            : 38.138886
G06_Estimation_Error_Except_Strict_Fail_Ref        : 36.062448
H01_Reception_Fails(<3)                            : 0.118994
H02_Reception_Fails_Ref.(<3)                       : 0.118994
H03_Strict_Reception_Fails(<_NV)                   : 0.738213
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.738213
