53.961270	75.546069
N_steps             : 20001
error(proposed)     : 53.961270
error(original)     : 75.546069
A01_Estimator_Total_Time                           : 5457.862948
A02_Estimator_Setup_Time                           : 7.761810
A03_Estimator_Solving_Time                         : 5357.270907
A04_Estimator_Filtering_Process_Time               : 22.394379
A05_Estimator_KF_Process_Time                      : 66.638861
A06_Solver_PMSs_Solving_Time                       : 5181.285325
B01_Number_of_PMSs                                 : 105.722382
B02_Number_of_Filtered_PMSs                        : 4.202695
B03_Number_of_PMSs_to_KF                           : 4.202695
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.048655
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.048655
D01_Number_of_Reflections(sim)                     : 0.736591
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.056467
F01_Number_of_Failed_Timesteps                     : 0.046398
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 53.961270
G02_Estimation_Error_Reference(sim)                : 75.546069
G03_Estimation_Error_Except_Fail                   : 53.961270
G04_Estimation_Error_Except_Fail_Ref               : 75.546069
G05_Estimation_Error_Except_Strict_Fail            : 44.315268
G06_Estimation_Error_Except_Strict_Fail_Ref        : 61.315364
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.152792
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.152792
