51.821028	54.467673
N_steps             : 20001
error(proposed)     : 51.821028
error(original)     : 54.467673
A01_Estimator_Total_Time                           : 2890.686507
A02_Estimator_Setup_Time                           : 4.601059
A03_Estimator_Solving_Time                         : 2767.872736
A04_Estimator_Filtering_Process_Time               : 11.100530
A05_Estimator_KF_Process_Time                      : 104.563077
A06_Solver_PMSs_Solving_Time                       : 2684.658562
B01_Number_of_PMSs                                 : 58.905826
B02_Number_of_Filtered_PMSs                        : 7.568172
B03_Number_of_PMSs_to_KF                           : 7.568172
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008878
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008878
D01_Number_of_Reflections(sim)                     : 0.982951
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.034855
F01_Number_of_Failed_Timesteps                     : 0.008800
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 51.821028
G02_Estimation_Error_Reference(sim)                : 54.467673
G03_Estimation_Error_Except_Fail                   : 51.821028
G04_Estimation_Error_Except_Fail_Ref               : 54.467673
G05_Estimation_Error_Except_Strict_Fail            : 51.730791
G06_Estimation_Error_Except_Strict_Fail_Ref        : 54.453795
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000650
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000650
