145.852534	165.266416
N_steps             : 20001
error(proposed)     : 145.852534
error(original)     : 165.266416
A01_Estimator_Total_Time                           : 857.215994
A02_Estimator_Setup_Time                           : 3.562279
A03_Estimator_Solving_Time                         : 765.708068
A04_Estimator_Filtering_Process_Time               : 3.651592
A05_Estimator_KF_Process_Time                      : 82.958245
A06_Solver_PMSs_Solving_Time                       : 740.112668
B01_Number_of_PMSs                                 : 17.978415
B02_Number_of_Filtered_PMSs                        : 6.630290
B03_Number_of_PMSs_to_KF                           : 6.630290
C01_Number_of_Selection_Fail_Timesteps             : 0.415428
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000071
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000071
D01_Number_of_Reflections(sim)                     : 0.563340
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000212
F01_Number_of_Failed_Timesteps                     : 0.293535
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 145.852534
G02_Estimation_Error_Reference(sim)                : 165.266416
G03_Estimation_Error_Except_Fail                   : 110.220097
G04_Estimation_Error_Except_Fail_Ref               : 108.086079
G05_Estimation_Error_Except_Strict_Fail            : 110.220097
G06_Estimation_Error_Except_Strict_Fail_Ref        : 108.086079
H01_Reception_Fails(<3)                            : 0.293485
H02_Reception_Fails_Ref.(<3)                       : 0.293485
H03_Strict_Reception_Fails(<_NV)                   : 0.293485
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.293485
