91.486485	102.339021
N_steps             : 20001
error(proposed)     : 91.486485
error(original)     : 102.339021
A01_Estimator_Total_Time                           : 946.709503
A02_Estimator_Setup_Time                           : 3.192400
A03_Estimator_Solving_Time                         : 851.551258
A04_Estimator_Filtering_Process_Time               : 3.563683
A05_Estimator_KF_Process_Time                      : 87.012685
A06_Solver_PMSs_Solving_Time                       : 822.288106
B01_Number_of_PMSs                                 : 19.545904
B02_Number_of_Filtered_PMSs                        : 7.107507
B03_Number_of_PMSs_to_KF                           : 7.107507
C01_Number_of_Selection_Fail_Timesteps             : 0.039301
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000468
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000468
D01_Number_of_Reflections(sim)                     : 0.501040
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001404
F01_Number_of_Failed_Timesteps                     : 0.038248
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 91.486485
G02_Estimation_Error_Reference(sim)                : 102.339021
G03_Estimation_Error_Except_Fail                   : 88.216770
G04_Estimation_Error_Except_Fail_Ref               : 97.225048
G05_Estimation_Error_Except_Strict_Fail            : 88.216770
G06_Estimation_Error_Except_Strict_Fail_Ref        : 97.225048
H01_Reception_Fails(<3)                            : 0.037798
H02_Reception_Fails_Ref.(<3)                       : 0.037798
H03_Strict_Reception_Fails(<_NV)                   : 0.037798
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.037798
