111.446092	140.263124
N_steps             : 20001
error(proposed)     : 111.446092
error(original)     : 140.263124
A01_Estimator_Total_Time                           : 896.740143
A02_Estimator_Setup_Time                           : 3.227969
A03_Estimator_Solving_Time                         : 806.400238
A04_Estimator_Filtering_Process_Time               : 3.903682
A05_Estimator_KF_Process_Time                      : 82.003563
A06_Solver_PMSs_Solving_Time                       : 779.705998
B01_Number_of_PMSs                                 : 18.259679
B02_Number_of_Filtered_PMSs                        : 6.569656
B03_Number_of_PMSs_to_KF                           : 6.569656
C01_Number_of_Selection_Fail_Timesteps             : 0.187352
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000356
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000356
D01_Number_of_Reflections(sim)                     : 0.531116
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001069
F01_Number_of_Failed_Timesteps                     : 0.158042
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 111.446092
G02_Estimation_Error_Reference(sim)                : 140.263124
G03_Estimation_Error_Except_Fail                   : 94.761582
G04_Estimation_Error_Except_Fail_Ref               : 108.304470
G05_Estimation_Error_Except_Strict_Fail            : 94.761582
G06_Estimation_Error_Except_Strict_Fail_Ref        : 108.304470
H01_Reception_Fails(<3)                            : 0.157742
H02_Reception_Fails_Ref.(<3)                       : 0.157742
H03_Strict_Reception_Fails(<_NV)                   : 0.157742
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.157742
