39.201152	60.536073
N_steps             : 20001
error(proposed)     : 39.201152
error(original)     : 60.536073
A01_Estimator_Total_Time                           : 7349.824084
A02_Estimator_Setup_Time                           : 8.157851
A03_Estimator_Solving_Time                         : 7219.849073
A04_Estimator_Filtering_Process_Time               : 30.111880
A05_Estimator_KF_Process_Time                      : 87.590587
A06_Solver_PMSs_Solving_Time                       : 6987.015879
B01_Number_of_PMSs                                 : 144.315494
B02_Number_of_Filtered_PMSs                        : 5.570648
B03_Number_of_PMSs_to_KF                           : 5.570648
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.041285
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.041285
D01_Number_of_Reflections(sim)                     : 1.014525
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.192888
F01_Number_of_Failed_Timesteps                     : 0.039648
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 39.201152
G02_Estimation_Error_Reference(sim)                : 60.536073
G03_Estimation_Error_Except_Fail                   : 39.201152
G04_Estimation_Error_Except_Fail_Ref               : 60.536073
G05_Estimation_Error_Except_Strict_Fail            : 37.647603
G06_Estimation_Error_Except_Strict_Fail_Ref        : 59.496174
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.012349
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.012349
