79.748213	97.950302
N_steps             : 20001
error(proposed)     : 79.748213
error(original)     : 97.950302
A01_Estimator_Total_Time                           : 1022.548053
A02_Estimator_Setup_Time                           : 3.289869
A03_Estimator_Solving_Time                         : 920.682951
A04_Estimator_Filtering_Process_Time               : 3.201522
A05_Estimator_KF_Process_Time                      : 94.116829
A06_Solver_PMSs_Solving_Time                       : 890.927871
B01_Number_of_PMSs                                 : 21.290770
B02_Number_of_Filtered_PMSs                        : 7.584693
B03_Number_of_PMSs_to_KF                           : 7.584693
C01_Number_of_Selection_Fail_Timesteps             : 0.000701
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000450
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000450
D01_Number_of_Reflections(sim)                     : 0.594554
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001351
F01_Number_of_Failed_Timesteps                     : 0.001150
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 79.748213
G02_Estimation_Error_Reference(sim)                : 97.950302
G03_Estimation_Error_Except_Fail                   : 79.764282
G04_Estimation_Error_Except_Fail_Ref               : 97.912621
G05_Estimation_Error_Except_Strict_Fail            : 79.764282
G06_Estimation_Error_Except_Strict_Fail_Ref        : 97.912621
H01_Reception_Fails(<3)                            : 0.000700
H02_Reception_Fails_Ref.(<3)                       : 0.000700
H03_Strict_Reception_Fails(<_NV)                   : 0.000700
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000700
