44.483827	46.626868
N_steps             : 20001
error(proposed)     : 44.483827
error(original)     : 46.626868
A01_Estimator_Total_Time                           : 2922.637832
A02_Estimator_Setup_Time                           : 4.927930
A03_Estimator_Solving_Time                         : 2801.727970
A04_Estimator_Filtering_Process_Time               : 11.014535
A05_Estimator_KF_Process_Time                      : 101.780963
A06_Solver_PMSs_Solving_Time                       : 2712.063894
B01_Number_of_PMSs                                 : 61.243818
B02_Number_of_Filtered_PMSs                        : 7.417483
B03_Number_of_PMSs_to_KF                           : 7.417483
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.009438
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.009438
D01_Number_of_Reflections(sim)                     : 1.291713
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.037751
F01_Number_of_Failed_Timesteps                     : 0.009350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 44.483827
G02_Estimation_Error_Reference(sim)                : 46.626868
G03_Estimation_Error_Except_Fail                   : 44.483827
G04_Estimation_Error_Except_Fail_Ref               : 46.626868
G05_Estimation_Error_Except_Strict_Fail            : 44.483827
G06_Estimation_Error_Except_Strict_Fail_Ref        : 46.626868
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
